name,key,decimalLatitude,decimalLongitude,issues,datasetKey,publishingOrgKey,networkKeys,installationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,extensions,basisOfRecord,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,acceptedTaxonKey,scientificName,acceptedScientificName,kingdom,phylum,order,family,genus,species,genericName,specificEpithet,taxonRank,taxonomicStatus,dateIdentified,stateProvince,year,month,day,eventDate,lastInterpreted,license,identifiers,facts,relations,geodeticDatum,class,countryCode,country,rightsHolder,recordNumber,identifier,municipality,datasetName,collectionCode,gbifID,language,occurrenceID,type,catalogNumber,recordedBy,institutionCode,ownerInstitutionCode,occurrenceRemarks,identifiedBy,modified,locality,http...unknown.org.http_..rs.tdwg.org.dwc.terms.Identification,otherCatalogNumbers,http...unknown.org.http_..rs.gbif.org.terms.1.0.Multimedia,elevation,elevationAccuracy,coordinateUncertaintyInMeters,references,verbatimEventDate,verbatimLocality,taxonID,http...unknown.org.occurrenceDetails,rights,identificationID,continent,eventTime,fieldNotes,habitat,nomenclaturalCode,institutionID,endDayOfYear,county,preparations,startDayOfYear,verbatimElevation,collectionID,individualCount,higherGeography,http...unknown.org.http_..rs.tdwg.org.dwc.terms.ResourceRelationship,higherClassification,nomenclaturalStatus,bibliographicCitation,fieldNumber,eventRemarks,georeferenceProtocol,typeStatus,identificationRemarks,georeferenceSources,http...unknown.org.http_..rs.tdwg.org.dwc.terms.MeasurementOrFact,acceptedNameUsageID,http...unknown.org.http_..rs.gbif.org.terms.1.0.Description,datasetID,verbatimTaxonRank,organismID,accessRights,verbatimCoordinateSystem,georeferencedDate,establishmentMeans,previousIdentifications,typifiedName,http...unknown.org.http_..rs.gbif.org.terms.1.0.Identifier,waterBody,locationID,eventID,taxonRemarks,dynamicProperties,X[[i]]
Ceiba samauma,1889178199,-9.586472,-55.917042,gass84,22331d58-4a7e-40da-b7db-652a4d4d85ed,e7132376-4a7e-458a-be08-946850a2beac,none,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2018-09-25T15:41:16.213+0000,2018-08-03T12:12:59.385+0000,114,none,PRESERVED_SPECIMEN,7981929,6,7707728,220,941,6685,3152218,7981929,7981929,Ceiba samauma K.Schum.,Ceiba samauma K.Schum.,Plantae,Tracheophyta,Malvales,Malvaceae,Ceiba,Ceiba samauma,Ceiba,samauma,SPECIES,ACCEPTED,2017-02-24T00:00:00.000+0000,Mato Grosso,2017,2,24,2017-02-24T00:00:00.000+0000,2018-08-03T12:12:59.390+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,WGS84,Magnoliopsida,BR,Brazil,HERBAM - Herbário da Amazônia Meridional,153Ind. 1,BRA:UNEMAT:HERBAM:0000017545,Novo Mundo,HERBAM - Herbário da Amazônia Meridional,HERBAM,1889178199,pt,BRA:UNEMAT:HERBAM:0000017545,Collection,17545,"Da Silva, DR; Gallo, SC; Ribeiro, RS; Silva, DF; Pereira, IS",UNEMAT,Universidade do Estado de Mato Grosso (UNEMAT),"Afloramentos rochosos, Amazônia Meridional (PPGBioAgro; FAPEMAT Edital Universal 005/2015; RAINFOR)",D.R. da Silva,NA,"RPPN Mirante da Serra, ALF-3, subplot 5, Floresta Estacional Decidual Submontana sobre afloramento rochoso.",NA,NA,NA,333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceiba speciosa,1453442411,-22.904805,-47.021233,"cdround,gass84",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,none,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2018-10-22T15:46:19.453+0000,2018-10-08T16:06:25.748+0000,131,none,HUMAN_OBSERVATION,8688929,6,7707728,220,941,6685,3152218,8688929,8688929,"Ceiba speciosa (A.St.-Hil., A.Juss. & Cambess.) Ravenna","Ceiba speciosa (A.St.-Hil., A.Juss. & Cambess.) Ravenna",Plantae,Tracheophyta,Malvales,Malvaceae,Ceiba,Ceiba speciosa,Ceiba,speciosa,SPECIES,ACCEPTED,2017-02-20T17:08:55.000+0000,São Paulo,2017,2,17,2017-02-17T09:30:00.000+0000,2018-10-08T16:11:20.250+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,WGS84,Magnoliopsida,BR,Brazil,Nelson Wisnik,NA,5142379,NA,iNaturalist research-grade observations,Observations,1453442411,NA,https://www.inaturalist.org/observations/5142379,NA,5142379,Nelson Wisnik,iNaturalist,NA,NA,NA,2017-02-27T04:01:18.000+0000,NA,NA,NA,"[ {
  ""http://rs.tdwg.org/dwc/terms/catalogNumber"" : ""6331833"",
  ""http://purl.org/dc/terms/creator"" : ""Nelson Wisnik"",
  ""http://purl.org/dc/terms/format"" : ""image/jpeg"",
  ""http://purl.org/dc/terms/identifier"" : ""https://static.inaturalist.org/photos/6331833/original.jpeg?1487610533"",
  ""http://purl.org/dc/terms/type"" : ""StillImage"",
  ""http://purl.org/dc/terms/created"" : ""2017-02-17T09:30:29-08:00"",
  ""http://purl.org/dc/terms/references"" : ""https://www.inaturalist.org/photos/6331833"",
  ""http://purl.org/dc/terms/rightsHolder"" : ""Nelson Wisnik"",
  ""http://purl.org/dc/terms/license"" : ""http://creativecommons.org/licenses/by-nc/4.0/"",
  ""http://purl.org/dc/terms/publisher"" : ""iNaturalist""
}, {
  ""http://rs.tdwg.org/dwc/terms/catalogNumber"" : ""6331869"",
  ""http://purl.org/dc/terms/creator"" : ""Nelson Wisnik"",
  ""http://purl.org/dc/terms/format"" : ""image/jpeg"",
  ""http://purl.org/dc/terms/identifier"" : ""https://static.inaturalist.org/photos/6331869/original.jpeg?1487611088"",
  ""http://purl.org/dc/terms/type"" : ""StillImage"",
  ""http://purl.org/dc/terms/created"" : ""2016-08-21T12:16:56-07:00"",
  ""http://purl.org/dc/terms/references"" : ""https://www.inaturalist.org/photos/6331869"",
  ""http://purl.org/dc/terms/rightsHolder"" : ""Nelson Wisnik"",
  ""http://purl.org/dc/terms/license"" : ""http://creativecommons.org/licenses/by-nc/4.0/"",
  ""http://purl.org/dc/terms/publisher"" : ""iNaturalist""
}, {
  ""http://rs.tdwg.org/dwc/terms/catalogNumber"" : ""6331909"",
  ""http://purl.org/dc/terms/creator"" : ""Nelson Wisnik"",
  ""http://purl.org/dc/terms/format"" : ""image/jpeg"",
  ""http://purl.org/dc/terms/identifier"" : ""https://static.inaturalist.org/photos/6331909/original.jpeg?1487611454"",
  ""http://purl.org/dc/terms/type"" : ""StillImage"",
  ""http://purl.org/dc/terms/created"" : ""2016-09-14T09:48:00-07:00"",
  ""http://purl.org/dc/terms/references"" : ""https://www.inaturalist.org/photos/6331909"",
  ""http://purl.org/dc/terms/rightsHolder"" : ""Nelson Wisnik"",
  ""http://purl.org/dc/terms/license"" : ""http://creativecommons.org/licenses/by-nc/4.0/"",
  ""http://purl.org/dc/terms/publisher"" : ""iNaturalist""
}, {
  ""http://rs.tdwg.org/dwc/terms/catalogNumber"" : ""6331974"",
  ""http://purl.org/dc/terms/creator"" : ""Nelson Wisnik"",
  ""http://purl.org/dc/terms/format"" : ""image/jpeg"",
  ""http://purl.org/dc/terms/identifier"" : ""https://static.inaturalist.org/photos/6331974/original.jpeg?1487612041"",
  ""http://purl.org/dc/terms/type"" : ""StillImage"",
  ""http://purl.org/dc/terms/created"" : ""2016-09-14T09:49:01-07:00"",
  ""http://purl.org/dc/terms/references"" : ""https://www.inaturalist.org/photos/6331974"",
  ""http://purl.org/dc/terms/rightsHolder"" : ""Nelson Wisnik"",
  ""http://purl.org/dc/terms/license"" : ""http://creativecommons.org/licenses/by-nc/4.0/"",
  ""http://purl.org/dc/terms/publisher"" : ""iNaturalist""
}, {
  ""http://rs.tdwg.org/dwc/terms/catalogNumber"" : ""6331985"",
  ""http://purl.org/dc/terms/creator"" : ""Nelson Wisnik"",
  ""http://purl.org/dc/terms/format"" : ""image/jpeg"",
  ""http://purl.org/dc/terms/identifier"" : ""https://static.inaturalist.org/photos/6331985/original.jpeg?1487612218"",
  ""http://purl.org/dc/terms/type"" : ""StillImage"",
  ""http://purl.org/dc/terms/created"" : ""2017-02-17T09:30:24-08:00"",
  ""http://purl.org/dc/terms/references"" : ""https://www.inaturalist.org/photos/6331985"",
  ""http://purl.org/dc/terms/rightsHolder"" : ""Nelson Wisnik"",
  ""http://purl.org/dc/terms/license"" : ""http://creativecommons.org/licenses/by-nc/4.0/"",
  ""http://purl.org/dc/terms/publisher"" : ""iNaturalist""
}, {
  ""http://rs.tdwg.org/dwc/terms/catalogNumber"" : ""6332062"",
  ""http://purl.org/dc/terms/creator"" : ""Nelson Wisnik"",
  ""http://purl.org/dc/terms/format"" : ""image/jpeg"",
  ""http://purl.org/dc/terms/identifier"" : ""https://static.inaturalist.org/photos/6332062/original.jpeg?1487612805"",
  ""http://purl.org/dc/terms/type"" : ""StillImage"",
  ""http://purl.org/dc/terms/created"" : ""2016-08-21T12:18:03-07:00"",
  ""http://purl.org/dc/terms/references"" : ""https://www.inaturalist.org/photos/6332062"",
  ""http://purl.org/dc/terms/rightsHolder"" : ""Nelson Wisnik"",
  ""http://purl.org/dc/terms/license"" : ""http://creativecommons.org/licenses/by-nc/4.0/"",
  ""http://purl.org/dc/terms/publisher"" : ""iNaturalist""
}, {
  ""http://rs.tdwg.org/dwc/terms/catalogNumber"" : ""6355361"",
  ""http://purl.org/dc/terms/creator"" : ""Nelson Wisnik"",
  ""http://purl.org/dc/terms/format"" : ""image/jpeg"",
  ""http://purl.org/dc/terms/identifier"" : ""https://static.inaturalist.org/photos/6355361/original.jpeg?1487810506"",
  ""http://purl.org/dc/terms/type"" : ""StillImage"",
  ""http://purl.org/dc/terms/created"" : ""2017-02-21T08:37:27-08:00"",
  ""http://purl.org/dc/terms/references"" : ""https://www.inaturalist.org/photos/6355361"",
  ""http://purl.org/dc/terms/rightsHolder"" : ""Nelson Wisnik"",
  ""http://purl.org/dc/terms/license"" : ""http://creativecommons.org/licenses/by-nc/4.0/"",
  ""http://purl.org/dc/terms/publisher"" : ""iNaturalist""
} ]",NA,NA,NA,https://www.inaturalist.org/observations/5142379,2017/02/17 9:30 AM BRST,"Parque Ecológico, Campinas - State of São Paulo, Brazil",154290,https://www.inaturalist.org/observations/5142379,© Nelson Wisnik some rights reserved,10511696,NA,11:30:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceiba erianthos,1705511481,-12.9,-41.95,gass84,2e684fd6-09e2-4661-910a-0a188b610c04,60545be9-4f28-4245-b4b4-07635c8dfa54,none,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2018-10-09T15:48:00.410+0000,2018-09-10T18:27:55.874+0000,118,none,PRESERVED_SPECIMEN,8075191,6,7707728,220,941,6685,3152218,8075191,8075191,Ceiba erianthos K.Schum.,Ceiba erianthos K.Schum.,Plantae,Tracheophyta,Malvales,Malvaceae,Ceiba,Ceiba erianthos,Ceiba,erianthos,SPECIES,ACCEPTED,NA,Bahia,2017,3,11,2017-03-11T00:00:00.000+0000,2018-09-10T18:28:20.460+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,WGS84,Magnoliopsida,BR,Brazil,HUEFS - Herbario da Universidade Estadual de Feira de Santana,2132,BRA:UEFS:HUEFS:0000235425,Palmeiras,HUEFS - Herbario da Universidade Estadual de Feira de Santana,HUEFS,1705511481,pt,BRA:UEFS:HUEFS:0000235425,Collection,235425,"Pennington, R.T.",UEFS,Universidade Estadual de Feira de Santana (UEFS),Caatinga,NA,NA,Road Palmeiras - Guine,NA,NA,NA,763,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceiba pubiflora,1705511463,-11.833333,-41.5,gass84,2e684fd6-09e2-4661-910a-0a188b610c04,60545be9-4f28-4245-b4b4-07635c8dfa54,none,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2018-10-09T15:48:00.395+0000,2018-09-10T18:27:55.848+0000,118,none,PRESERVED_SPECIMEN,7361253,6,7707728,220,941,6685,3152218,7361253,7361253,Ceiba pubiflora K.Schum.,Ceiba pubiflora K.Schum.,Plantae,Tracheophyta,Malvales,Malvaceae,Ceiba,Ceiba pubiflora,Ceiba,pubiflora,SPECIES,ACCEPTED,NA,Bahia,2017,3,7,2017-03-07T00:00:00.000+0000,2018-09-10T18:28:20.433+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,WGS84,Magnoliopsida,BR,Brazil,HUEFS - Herbario da Universidade Estadual de Feira de Santana,2100,BRA:UEFS:HUEFS:0000235392,Morro do Chapéu,HUEFS - Herbario da Universidade Estadual de Feira de Santana,HUEFS,1705511463,pt,BRA:UEFS:HUEFS:0000235392,Collection,235392,"Pennington, R.T.",UEFS,Universidade Estadual de Feira de Santana (UEFS),Growing near road; flat area with sandy soil,NA,NA,"BA052, direction Irece, before ""As Lages""",NA,NA,NA,1e3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceiba pubiflora,1705511446,-11.483333,-41.333333,gass84,2e684fd6-09e2-4661-910a-0a188b610c04,60545be9-4f28-4245-b4b4-07635c8dfa54,none,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2018-10-09T15:48:00.390+0000,2018-09-10T18:27:54.223+0000,118,none,PRESERVED_SPECIMEN,7361253,6,7707728,220,941,6685,3152218,7361253,7361253,Ceiba pubiflora K.Schum.,Ceiba pubiflora K.Schum.,Plantae,Tracheophyta,Malvales,Malvaceae,Ceiba,Ceiba pubiflora,Ceiba,pubiflora,SPECIES,ACCEPTED,NA,Bahia,2017,3,7,2017-03-07T00:00:00.000+0000,2018-09-10T18:28:20.382+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,WGS84,Magnoliopsida,BR,Brazil,HUEFS - Herbario da Universidade Estadual de Feira de Santana,5264,BRA:UEFS:HUEFS:0000235379,Morro do Chapéu,HUEFS - Herbario da Universidade Estadual de Feira de Santana,HUEFS,1705511446,pt,BRA:UEFS:HUEFS:0000235379,Collection,235379,"Särkinen, T.",UEFS,Universidade Estadual de Feira de Santana (UEFS),Along roadside vegetation of disturbed caatinga with ca. 5m canopy with a few larger tree species to 8m. Understory of few Bromeliaceae and Cactaceae spp. Dense shrub layer.,NA,NA,c. 50 m off BA-052 road close to km 288.,NA,NA,NA,898,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceiba glaziovii,1699901459,-11.015278,-41.438056,gass84,2e684fd6-09e2-4661-910a-0a188b610c04,60545be9-4f28-4245-b4b4-07635c8dfa54,none,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2018-10-09T15:47:59.822+0000,2018-09-10T18:27:51.570+0000,118,none,PRESERVED_SPECIMEN,7813916,6,7707728,220,941,6685,3152218,7813916,7813916,Ceiba glaziovii (Kuntze) K.Schum.,Ceiba glaziovii (Kuntze) K.Schum.,Plantae,Tracheophyta,Malvales,Malvaceae,Ceiba,Ceiba glaziovii,Ceiba,glaziovii,SPECIES,ACCEPTED,NA,Bahia,2017,3,5,2017-03-05T00:00:00.000+0000,2018-09-10T18:28:19.240+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,WGS84,Magnoliopsida,BR,Brazil,HUEFS - Herbario da Universidade Estadual de Feira de Santana,367,BRA:UEFS:HUEFS:0000233320,Brejões,HUEFS - Herbario da Universidade Estadual de Feira de Santana,HUEFS,1699901459,pt,BRA:UEFS:HUEFS:0000233320,Collection,233320,"Moonlight, P.W.",UEFS,Universidade Estadual de Feira de Santana (UEFS),Roadside in caatinga with ca. 4m canopy with less than 50% coverage. Grazed by goats. Shallow sandy soil over mixed shale and limestone.,NA,NA,"1.5m SW of Gruta des Brejões community, upper lip of valley.",NA,NA,NA,588,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceiba speciosa,1831129118,-22.472728,-42.998089,"cdround,gass84",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,none,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2018-10-22T15:46:33.681+0000,2018-10-08T16:07:02.132+0000,131,none,HUMAN_OBSERVATION,8688929,6,7707728,220,941,6685,3152218,8688929,8688929,"Ceiba speciosa (A.St.-Hil., A.Juss. & Cambess.) Ravenna","Ceiba speciosa (A.St.-Hil., A.Juss. & Cambess.) Ravenna",Plantae,Tracheophyta,Malvales,Malvaceae,Ceiba,Ceiba speciosa,Ceiba,speciosa,SPECIES,ACCEPTED,2017-03-14T23:12:48.000+0000,Rio de Janeiro,2017,3,11,2017-03-11T11:46:20.000+0000,2018-10-08T16:13:57.302+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,WGS84,Magnoliopsida,BR,Brazil,Ben Phalan,NA,5308620,NA,iNaturalist research-grade observations,Observations,1831129118,NA,https://www.inaturalist.org/observations/5308620,NA,5308620,Ben Phalan,iNaturalist,NA,Paineira,NA,2017-10-26T11:06:28.000+0000,NA,NA,NA,"[ {
  ""http://rs.tdwg.org/dwc/terms/catalogNumber"" : ""6573525"",
  ""http://purl.org/dc/terms/creator"" : ""Ben Phalan"",
  ""http://purl.org/dc/terms/format"" : ""image/jpeg"",
  ""http://purl.org/dc/terms/identifier"" : ""https://static.inaturalist.org/photos/6573525/original.jpg?1489533219"",
  ""http://purl.org/dc/terms/type"" : ""StillImage"",
  ""http://purl.org/dc/terms/created"" : ""2017-03-11T14:46:20Z"",
  ""http://purl.org/dc/terms/references"" : ""https://www.inaturalist.org/photos/6573525"",
  ""http://purl.org/dc/terms/rightsHolder"" : ""Ben Phalan"",
  ""http://purl.org/dc/terms/license"" : ""http://creativecommons.org/licenses/by/4.0/"",
  ""http://purl.org/dc/terms/publisher"" : ""iNaturalist""
}, {
  ""http://rs.tdwg.org/dwc/terms/catalogNumber"" : ""9901744"",
  ""http://purl.org/dc/terms/creator"" : ""Ben Phalan"",
  ""http://purl.org/dc/terms/format"" : ""image/jpeg"",
  ""http://purl.org/dc/terms/identifier"" : ""https://static.inaturalist.org/photos/9901744/original.jpeg?1503282548"",
  ""http://purl.org/dc/terms/type"" : ""StillImage"",
  ""http://purl.org/dc/terms/created"" : ""2017-03-11T11:46:04-08:00"",
  ""http://purl.org/dc/terms/references"" : ""https://www.inaturalist.org/photos/9901744"",
  ""http://purl.org/dc/terms/rightsHolder"" : ""Ben Phalan"",
  ""http://purl.org/dc/terms/license"" : ""http://creativecommons.org/licenses/by/4.0/"",
  ""http://purl.org/dc/terms/publisher"" : ""iNaturalist""
} ]",NA,NA,10,https://www.inaturalist.org/observations/5308620,Sat Mar 11 2017 11:46:20 GMT-0300 (GMT-3),"Serra dos Órgãos, Guapimirim, BR-RJ, BR",154290,https://www.inaturalist.org/observations/5308620,By Ben Phalan no rights reserved,10960241,NA,14:46:20Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceiba speciosa,1658209582,0,0,"cucdmis,gass84,iddatunl,zerocd",0ec3229f-2b53-484e-817a-de8ceb1fce2b,cc8ec135-6ade-4a8e-8b31-475dc1d3c433,none,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2018-09-24T16:40:50.400+0000,2017-12-29T14:16:01.848+0000,115,none,PRESERVED_SPECIMEN,8688929,6,7707728,220,941,6685,3152218,8688929,8688929,"Ceiba speciosa (A.St.-Hil., A.Juss. & Cambess.) Ravenna","Ceiba speciosa (A.St.-Hil., A.Juss. & Cambess.) Ravenna",Plantae,Tracheophyta,Malvales,Malvaceae,Ceiba,Ceiba speciosa,Ceiba,speciosa,SPECIES,ACCEPTED,2017-01-01T00:00:00.000+0000,Paraná,2017,4,23,2017-04-23T00:00:00.000+0000,2018-07-07T10:10:34.541+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,WGS84,Magnoliopsida,BR,Brazil,DVPR - Herbário da Universidade Tecnológica Federal do Paraná - Dois Vizinhos,s.n.,BRA:UTFPR:DVPR:0000005210,Dois Vizinhos,DVPR - Herbário da Universidade Tecnológica Federal do Paraná - Dois Vizinhos,DVPR,1658209582,pt,BRA:UTFPR:DVPR:0000005210,Collection,5210,"Rossoni, C.C.",UTFPR,Universidade Tecnológica Federal do Paraná (UTFPR),"Árvore. altura em torno de 17 m, flor de cor rosada.","Rossoni, C.C.",NA,Av. Dedi Barrichelo Montagner.,NA,NA,NA,9999,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceiba speciosa,1703207958,-22.906835,-47.022602,"cdround,gass84",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,none,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2018-10-22T15:51:14.202+0000,2018-10-08T16:48:17.977+0000,131,none,HUMAN_OBSERVATION,8688929,6,7707728,220,941,6685,3152218,8688929,8688929,"Ceiba speciosa (A.St.-Hil., A.Juss. & Cambess.) Ravenna","Ceiba speciosa (A.St.-Hil., A.Juss. & Cambess.) Ravenna",Plantae,Tracheophyta,Malvales,Malvaceae,Ceiba,Ceiba speciosa,Ceiba,speciosa,SPECIES,ACCEPTED,2017-11-25T23:04:31.000+0000,São Paulo,2017,5,11,2017-05-11T00:00:00.000+0000,2018-10-08T16:55:26.620+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,WGS84,Magnoliopsida,BR,Brazil,Nelson Wisnik,NA,8933569,NA,iNaturalist research-grade observations,Observations,1703207958,NA,https://www.inaturalist.org/observations/8933569,NA,8933569,Nelson Wisnik,iNaturalist,NA,NA,NA,2017-11-28T19:13:33.000+0000,NA,NA,NA,"[ {
  ""http://rs.tdwg.org/dwc/terms/catalogNumber"" : ""12033834"",
  ""http://purl.org/dc/terms/creator"" : ""Nelson Wisnik"",
  ""http://purl.org/dc/terms/format"" : ""image/jpeg"",
  ""http://purl.org/dc/terms/identifier"" : ""https://static.inaturalist.org/photos/12033834/original.jpeg?1511651065"",
  ""http://purl.org/dc/terms/type"" : ""StillImage"",
  ""http://purl.org/dc/terms/created"" : ""2017-05-11T09:36:25-07:00"",
  ""http://purl.org/dc/terms/references"" : ""https://www.inaturalist.org/photos/12033834"",
  ""http://purl.org/dc/terms/rightsHolder"" : ""Nelson Wisnik"",
  ""http://purl.org/dc/terms/license"" : ""http://creativecommons.org/licenses/by-nc/4.0/"",
  ""http://purl.org/dc/terms/publisher"" : ""iNaturalist""
}, {
  ""http://rs.tdwg.org/dwc/terms/catalogNumber"" : ""12033860"",
  ""http://purl.org/dc/terms/creator"" : ""Nelson Wisnik"",
  ""http://purl.org/dc/terms/format"" : ""image/jpeg"",
  ""http://purl.org/dc/terms/identifier"" : ""https://static.inaturalist.org/photos/12033860/original.jpeg?1511651167"",
  ""http://purl.org/dc/terms/type"" : ""StillImage"",
  ""http://purl.org/dc/terms/created"" : ""2017-05-11T09:37:53-07:00"",
  ""http://purl.org/dc/terms/references"" : ""https://www.inaturalist.org/photos/12033860"",
  ""http://purl.org/dc/terms/rightsHolder"" : ""Nelson Wisnik"",
  ""http://purl.org/dc/terms/license"" : ""http://creativecommons.org/licenses/by-nc/4.0/"",
  ""http://purl.org/dc/terms/publisher"" : ""iNaturalist""
} ]",NA,NA,NA,https://www.inaturalist.org/observations/8933569,2017/05/11 9:36 AM -03,"Parque Ecológico, Campinas - SP, Brasil",154290,https://www.inaturalist.org/observations/8933569,© Nelson Wisnik some rights reserved,19152404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceiba glaziovii,1889168071,-7.56,-37.62,gass84,f45c5ee0-e5ec-42e3-a80a-07318144efa4,202d5f34-ff58-4ad7-964f-c947ce18078e,none,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2018-09-24T16:39:03.819+0000,2018-08-03T12:05:14.136+0000,120,none,PRESERVED_SPECIMEN,7813916,6,7707728,220,941,6685,3152218,7813916,7813916,Ceiba glaziovii (Kuntze) K.Schum.,Ceiba glaziovii (Kuntze) K.Schum.,Plantae,Tracheophyta,Malvales,Malvaceae,Ceiba,Ceiba glaziovii,Ceiba,glaziovii,SPECIES,ACCEPTED,2017-11-22T00:00:00.000+0000,Pernambuco,2017,5,8,2017-05-08T00:00:00.000+0000,2018-08-03T12:05:21.292+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,WGS84,Magnoliopsida,BR,Brazil,IPA - Herbário - IPA Dárdano de Andrade Lima,415,BRA:IPA:IPA:0000091948,Solidão,IPA - Herbário - IPA Dárdano de Andrade Lima,IPA,1889168071,pt,BRA:IPA:IPA:0000091948,Collection,91948,"Nascimento, I.S.",IPA,"Empresa Pernambucana de Pesquisa Agropecuária, IPA",NA,"Bovini, M.G.",NA,"Conglomerado do Inventário Florestal Nacional.&nf; PE_15 , 2-7-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SOUTH_AMERICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
